external_gene_name,logfc,padj
RPL23AP54,-9.4,0.5537
AC004944.1,0.4,0.8278
AC084768.1,-5.2,0.2728
AC084768.2,9.6,0.7309
AC087369.1,-5.2,0.8241
AC087369.2,3.4,0.7235
RN7SKP159,-2.7,0.6289
AC079054.1,-2.8,0.9219
AC009435.1,8.3,0.7158
AC016065.1,1.8,0.7613
MCPH1,5.7,0.4196
AC016065.2,0.8,0.9724
ANGPT2,7.6,0.275
AC018398.1,-10,0.2663
AF287957.1,2.5,0.4774
MCPH1-AS1,2.8,0.7282
MIR8055,-0.3,0.0439
AGPAT5,-1.6,0.3681
MIR4659A,-0.1,0.478
MIR4659B,-4.5,0.2907
AF233439.2,5,0.2411
XKR5,6.8,0.831
GS1-24F4.2,2.8,0.2195
DEFB1,-4.5,0.9221
RPL23AP96,2.5,0.1069
DEFA6,-0.6,0.2579
DEFA6,-1.4,0.1934
DEFA6,7.7,0.6859
DEFA6,-0.7,0.8643
DEFA6,4.3,0.4064
DEFA6,-3.5,0.1595
DEFA6,-7.2,0.3092
DEFA6,5.7,0.6384
DEFA6,4.4,0.9886
DEFA6,-0.6,0.8366
DEFA6,-2.6,0.9976
DEFA6,-8.7,0.0888
DEFA6,5.1,0.3361
DEFA6,3.4,0.7532
DEFA6,5.8,0.5625
DEFA6,-1.7,0.2785
DEFA6,-3.4,0.2085
DEFA6,-7.3,0.5621
DEFA6,5.1,0.6718
DEFA6,-1.2,0.4037
DEFA6,-0.5,0.4781
DEFA6,-0.3,0.7016
DEFA6,2.6,0.6863
DEFA6,4.7,0.4844
DEFA6,-0.7,0.1259
DEFA6,8,0.6211
DEFA6,3,0.5954
DEFA6,-5.5,0.1651
DEFA6,8.8,0.3352
AF233439.1,2.4,0.8933
DEFA4,-3.3,0.6652
DEFA4,9.2,0.3788
DEFA4,-2.5,0.9008
DEFA4,2.9,0.5845
DEFA4,-1.9,0.0691
DEFA4,-9.9,0.1661
DEFA4,1.3,0.8114
DEFA4,-0.1,0.7938
DEFA4,-5.2,0.1301
DEFA4,1.4,0.1628
DEFA4,5.6,0.7221
DEFA4,2.5,0.9281
DEFA4,6.5,0.5405
DEFA4,6.7,0.1206
DEFA4,3,0.473
DEFA4,5,0.0989
DEFA4,-1.7,0.0995
DEFA4,-3.4,0.1736
DEFA4,-5.9,0.519
DEFA4,-4.3,0.4511
DEFA4,0.4,0.8966
DEFA4,-3.5,0.3346
DEFA4,4.1,0.0113
DEFA4,7.5,0.613
DEFA4,0.6,0.509
DEFA4,-1.7,0.2168
DEFA4,9.4,0.7078
DEFA4,3.7,0.2881
DEFA4,0.1,0.5172
DEFA8P,-0.7,0.9779
DEFA9P,-1.6,0.6112
DEFA10P,5.2,0.0292
DEFA1,6,0.9383
DEFA1,2.4,0.378
DEFA1,3.2,0.8938
DEFA1,-4.7,0.8891
DEFA1,-0.9,0.2346
DEFA1,3.7,0.6769
DEFA1,7.4,0.0711
DEFA1,10,0.93
DEFA1,7.4,0.9924
DEFA1,-7.3,0.5099
DEFA1,8.6,0.3632
DEFA1,-6.4,0.8405
DEFA1,5.2,0.0665
DEFA1,2.4,0.8293
DEFA1,2.8,0.4596
DEFA1,7.9,0.5195
DEFA1,-6.5,0.0421
DEFA1,7.5,0.0233
DEFA1,7.2,0.5268
DEFA1,-6.1,0.6901
DEFA1,-4.4,0.0382
DEFA1,8.3,0.6097
DEFA1,-3.8,0.417
DEFA1,4.8,0.5373
DEFA1,-4.7,0.6407
DEFA1,0.3,0.6691
DEFA1,-3.8,0.411
DEFA1,-9,0.8471
DEFA1,-5.9,0.4707
DEFT1P,-7.7,0.9327
DEFA1B,0.9,0.1437
DEFA1B,-7.2,0.5579
DEFA1B,4.2,0.6204
DEFA1B,4.3,0.5012
DEFA1B,-1.4,0.648
DEFA1B,-2.4,0.5622
DEFA1B,-2.1,0.257
DEFA1B,0.8,0.0739
DEFA1B,2.3,0.1751
DEFA1B,0.9,0.7881
DEFA1B,-6.9,0.5349
DEFA1B,2.9,0.5832
DEFA1B,-4.1,0.7603
DEFA1B,2.9,0.45
DEFA1B,-9.5,0.6975
DEFA1B,-3.7,0.2814
DEFA1B,-6.6,0.6797
DEFA1B,7.6,0.4222
DEFA1B,-5.3,0.4297
DEFA1B,-7.4,0.1393
DEFA1B,-3,0.9126
DEFA1B,-2.4,0.3275
DEFA1B,-1.2,0.332
DEFA1B,-6,0.444
DEFA1B,-2.5,0.1694
DEFA1B,8.5,0.7785
DEFA1B,-4.3,0.1273
DEFA1B,4.6,0.3006
DEFA1B,1.7,0.8507
DEFT1P2,2.5,0.5169
DEFA3,6.7,0.8159
DEFA3,7.7,0.3178
DEFA3,2.5,0.3676
DEFA3,-9.7,0.8042
DEFA3,2.4,0.6506
DEFA3,0.8,0.8112
DEFA3,-4.9,0.5645
DEFA3,-9.4,0.916
DEFA3,2,0.9692
DEFA3,9.8,0.7293
DEFA3,-3.7,0.0197
DEFA3,-3,0.0985
DEFA3,-0.4,0.4666
DEFA3,-1.4,0.3527
DEFA3,3,0.7177
DEFA3,6.7,0.7491
DEFA3,-6.3,0.8194
DEFA3,-1.6,0.8769
DEFA3,7.2,0.2846
DEFA3,0,0.8972
DEFA3,-4.6,0.8004
DEFA3,5.8,0.7384
DEFA3,1.2,0.7825
DEFA3,8.6,0.8276
DEFA3,-3.2,0.4212
DEFA3,0.3,0.6243
DEFA3,3.3,0.9103
DEFA3,6.1,0.1634
DEFA3,8.4,0.3985
DEFA11P,-4.6,0.998
DEFA7P,9.4,0.6062
DEFA5,1,0.9734
DEFA5,-4.2,0.0589
DEFA5,-2.7,0.5158
DEFA5,-4.2,0.8928
DEFA5,-6.9,0.7103
DEFA5,8.6,0.8347
DEFA5,-1.7,0.3231
DEFA5,-8,0.3564
DEFA5,7.9,0.9308
DEFA5,5.7,0.2925
DEFA5,-1.7,0.1249
DEFA5,0.8,0.8984
DEFA5,3.5,0.7147
DEFA5,9.3,0.0039
DEFA5,-0.4,0.3163
DEFA5,-0.1,0.7944
DEFA5,3.8,0.9613
DEFA5,9.1,0.7029
DEFA5,7.8,0.3583
DEFA5,3,0.9324
DEFA5,8.5,0.8251
DEFA5,-2.2,0.5261
DEFA5,-4.3,0.1825
DEFA5,8.8,0.1018
DEFA5,-8.6,0.6472
DEFA5,3.7,0.0171
DEFA5,7.9,0.9537
DEFA5,-7.3,0.2809
DEFA5,5.6,0.3086
AF238378.1,-3.9,0.5805
AF228730.5,-9.3,0.1982
AF228730.2,4.9,0.0968
RPS3AP30,-5.2,0.7589
SNRPCP6,-6.8,0.5782
SNRPCP15,-1.1,0.637
RPS3AP33,-6.5,0.4846
AF228730.1,2.8,0.8916
AF228730.4,-0.8,0.151
AF228730.6,0.5,0.9397
AF228730.3,-6.5,0.2701
OR7E125P,9.2,0.0182
FAM90A15P,-7.4,0.7378
FAM90A3P,7.7,0.1102
FAM90A4P,-2.8,0.7811
FAM90A13P,-8.9,0.959
FAM90A5P,2.5,0.4942
FAM90A20P,-8.5,0.404
FAM66B,9.8,0.9113
DEFB109B,-9.5,0.2209
USP17L1,-5.3,0.3218
USP17L4,-1.4,0.4725
AC130360.1,7.2,0.3071
ZNF705G,1.2,0.3139
DEFB108C,4.7,0.9381
DEFB4B,-0.1,0.0343
HSPD1P3,-9.4,0.2378
DEFB103B,-7,0.5637
SPAG11B,3.2,0.2056
DEFB104B,-5.8,0.2683
DEFB104B,7.2,0.1738
DEFB104B,7.9,0.2647
DEFB106B,-5.4,0.0544
DEFB105B,-2.9,0.2477
DEFB105B,-9.9,0.4306
DEFB107B,-9.9,0.7161
AC134684.4,-5.3,0.4174
PRR23D1,4.9,0.1441
AC134684.5,9.7,0.066
FAM90A6P,3,0.564
FAM90A7P,-2.1,0.2575
FAM90A7P,-8.7,0.7547
FAM90A21P,4.1,0.4075
FAM90A22P,3.4,0.2683
FAM90A22P,-2.2,0.6508
FAM90A23P,-9.3,0.8471
FAM90A23P,2.4,0.5058
OR7E157P,-0.8,0.9496
AC134684.1,-9.7,0.9868
AC134684.3,-4.2,0.083
AC084121.2,-4,0.2022
AC084121.3,8.1,0.3219
AC084121.1,7.2,0.9627
OR7E154P,-3.1,0.9566
FAM90A14P,-3,0.104
FAM90A14P,-8.9,0.3124
FAM90A18P,-4.9,0.4509
FAM90A18P,-9.4,0.3679
FAM90A16P,7.1,0.8547
FAM90A16P,4,0.5935
FAM90A8P,-6.9,0.6489
FAM90A8P,8.4,0.5701
FAM90A17P,3.6,0.6354
FAM90A17P,-0.5,0.868
FAM90A19P,7.4,0.7868
FAM90A19P,-4.8,0.6634
FAM90A9P,7.4,0.8337
FAM90A9P,-8.5,0.6988
FAM90A10P,3.5,0.4302
FAM90A10P,3.3,0.1607
AC084121.4,-7.1,0.7273
PRR23D2,-7.2,0.5776
PRR23D3P,2.3,0.0001
DEFB107A,8.8,0.5854
DEFB105A,4.1,0.4445
DEFB105A,1.8,0.2808
DEFB106A,-8.7,0.4936
DEFB104A,8.2,0.7867
DEFB104A,5.5,0.6471
DEFB104A,-8.3,0.1125
SPAG11A,8.2,0.0923
DEFB103A,-9.7,0.5185
HSPD1P2,-6.9,0.0871
DEFB4A,-9.3,0.9804
ZNF705B,-5.8,0.2861
DEFB108A,1.8,0.2919
FAM66E,-5,0.3714
AC130365.1,6.6,0.1337
USP17L8,-7.1,0.3993
USP17L3,-1.3,0.5834
DEFB109C,-6.6,0.2146
FAM90A11P,-4.3,0.2173
FAM90A24P,4.3,0.0535
FAM90A12P,-3.5,0.3194
OR7E96P,7.7,0.7245
AC105233.1,-7.4,0.8697
AC105233.3,-2.8,0.8747
AC105233.4,-9.5,0.1179
AC105233.5,7.4,0.6207
AC105233.2,1.1,0.4811
MIR548I3,6.9,0.5318
RPS3AP31,4.1,0.8823
SNRPCP17,3.5,0.8045
ENPP7P1,-5.1,0.8389
FAM85B,4.6,0.1555
AC068020.1,-7.6,0.0352
FAM86B3P,7,0.6888
ALG1L13P,-7.3,0.9524
PRAG1,5.6,0.0981
AC103957.1,-7.5,0.0536
AC103957.2,1.7,0.8668
AC114550.2,-2.7,0.7205
AC114550.3,9,0.0422
AC114550.1,-1.2,0.0845
RN7SL178P,8.7,0.0336
AC087269.3,4.8,0.9712
CLDN23,8.2,0.4447
AC087269.2,7.2,0.4417
AC087269.1,-2,0.0163
MFHAS1,-7.5,0.0342
RNU6-682P,-6.3,0.6054
AC087763.1,5.2,0.2034
RPL10P19,-7.6,0.1316
SNORA70,-7.4,0.8907
ERI1,-3.4,0.8419
MIR4660,2,0.421
RNU7-55P,-7.1,0.0864
Metazoa_SRP,6.9,0.5051
PPP1R3B,2.6,0.4906
AC022784.5,-3.2,0.821
AC022784.1,4.1,0.5635
AC022784.6,-8.8,0.1268
AC022784.2,-4.9,0.6804
AC022784.4,6.2,0.8199
AC022784.3,0.9,0.9306
RNU6-1151P,-2.9,0.0348
AC021736.1,-4.1,0.7861
AC021242.2,1.7,0.3455
RNU6-526P,2.5,0.3749
AC021242.1,5.9,0.2998
AC021242.3,3.1,0.2607
TNKS,-8.5,0.2413
AC103834.1,0.9,0.4574
MIR597,3.3,0.7073
MIR124-1HG,-7.5,0.3004
MIR124-1,2.2,0.7614
AC034111.2,-8.7,0.877
AC034111.1,0.4,0.5901
MSRA,7.2,0.5521
AC023385.1,2.8,0.1072
AC079200.1,-6.4,0.9265
AC112673.1,2.8,0.2039
AC104964.2,-2.4,0.7536
LINCR-0001,7,0.1447
AC104964.4,5.8,0.0608
RNU6-729P,-2.6,0.1863
AC104964.1,9.6,0.3226
PRSS51,0.7,0.4524
AC104964.3,8.3,0.4787
PRSS55,-1.5,0.7261
RP1L1,9.5,0.2941
MIR4286,-3.8,0.0958
C8orf74,8.4,0.2594
RNA5SP252,-6.7,0.2468
SOX7,8.3,0.3859
PINX1,-8.3,0.579
AC105001.1,-3.4,0.9752
PINX1,-3.1,0.1728
MIR1322,-1.1,0.5496
AC011008.1,-3.3,0.3616
AC011008.2,1.4,0.1843
XKR6,-3.3,0.5164
MIR598,-6.8,0.5199
AF131215.3,0.3,0.4251
AF131215.6,-3.9,0.4762
AF131215.5,-3.2,0.8879
AF131215.4,-5.6,0.4666
AF131215.2,-9.3,0.0711
AF131215.1,2.8,0.3635
AF131215.7,-5.9,0.7287
LINC00529,2,0.0315
RPL19P13,-2.7,0.5265
AF131216.2,-1,0.3358
AF131216.4,6.4,0.5064
MTMR9,2.8,0.8189
AF131216.1,8.5,0.1014
SLC35G5,5.2,0.2274
TDH,7.8,0.9793
AF131216.3,-6.3,0.8765
FAM167A-AS1,-5.6,0.3015
RN7SL293P,-5.4,0.1245
RNU6-1084P,-6.9,0.4123
FAM167A,7.3,0.5676
AF131216.5,-1,0.0855
BLK,9.6,0.2503
AC022239.1,-8,0.2348
LINC00208,-7.3,0.0904
AC022239.2,-4.8,0.3781
GATA4,9.2,0.5295
C8orf49,5.5,0.1849
NEIL2,4.4,0.6511
SUB1P1,-9.5,0.0579
FDFT1,-8,0.7674
AC069185.1,-8.9,0.0312
CTSB,9.7,0.4595
AC025857.2,1.1,0.4712
AC025857.1,3.6,0.1471
OR7E158P,6.2,0.2524
OR7E161P,2.8,0.2586
AC107918.5,-9.9,0.3585
AC107918.6,8.4,0.5559
DEFB136,-3.9,0.357
DEFB135,-1.4,0.6541
DEFB134,-2.1,0.7281
DEFB134,-5.1,0.5168
DEFB134,-7.9,0.7029
AC107918.3,-4,0.8027
DEFB131E,-6.2,0.9162
AC107918.4,-1.5,0.4801
AC107918.2,-6.2,0.1237
AC107918.1,0.9,0.2726
DEFB131C,1.8,0.6568
DEFB130B,-5.4,0.7724
RNA5SP253,1.9,0.3349
DEFB108D,-0.4,0.7738
ZNF705D,6.2,0.9259
FAM66D,3,0.2502
AC130366.1,4.8,0.4112
USP17L7,4.3,0.2342
USP17L2,7.2,0.5789
DEFB109D,3.6,0.2614
FAM90A2P,-7.4,0.6182
ALG1L11P,-4.7,0.654
FAM86B1,-4.9,0.2228
AC145124.1,-4.4,0.0927
ENPP7P12,-6.5,0.6502
DEFB131D,6.6,0.7788
DEFB130A,1.9,0.4682
RNA5SP254,-5.5,0.1976
DEFB108E,7.2,0.8123
ZNF705CP,-5,0.6211
FAM66A,-4.2,0.9644
AC087203.1,1.3,0.9493
AC087203.2,9.4,0.0986
DEFB109A,7.8,0.2726
AC087203.3,3.8,0.6481
FAM90A25P,3.5,0.4335
ALG1L12P,8.3,0.3851
FAM86B2,-8.7,0.2474
ENPP7P6,-1.5,0.8558
AC068587.4,4,0.0168
AC130352.1,-10,0.8769
RPS3AP34,-0.3,0.2087
AC068587.2,2.8,0.0231
AC068587.8,-2.4,0.721
AC068587.6,-5.5,0.0838
RPS3AP35,0.7,0.9663
AC068587.3,0.2,0.8482
AC068587.7,-2.1,0.8746
AC068587.5,-0.7,0.9439
AC068587.1,5.4,0.947
OR7E8P,0.2,0.4621
OR7E15P,-1.1,0.0798
OR7E10P,-7.5,0.0372
MIR5692A2,-3.5,0.9585
LONRF1,1.7,0.8961
MIR3926-1,6.3,0.6971
MIR3926-2,6,0.2904
AC123777.1,9.2,0.8651
LINC00681,-7.6,0.5769
TRMT9B,6.3,0.4789
AC135352.1,-4.5,0.8495
RNU6-842P,3.2,0.8253
DLC1,-4.7,0.4168
AC106845.1,-4.8,0.6758
Y_RNA,1.2,0.103
AC019270.1,3.8,0.5095
MTND4P7,-0.3,0.9987
RNA5SP255,4.5,0.9846
C8orf48,1.5,0.495
AC022832.1,-8.2,0.1541
AC022832.2,0.9,0.9882
AC022880.2,-4.6,0.6606
AC022880.1,-2.4,0.5357
AC022690.2,7.9,0.4315
AC022690.1,-4.4,0.969
AC023538.1,-6.5,0.3652
SGCZ,-8.1,0.1263
AC022039.1,9.7,0.8669
EIF4EP5,3.9,0.1234
RNU7-153P,2.5,0.191
Y_RNA,4.5,0.0184
RNU6-397P,9.6,0.79
AC040926.1,-5,0.8068
MIR383,-8.6,0.3544
AC084838.1,-3.7,0.4328
AC103851.1,0.4,0.4831
TUSC3,-5.4,0.0536
AC100850.1,9.1,0.1538
PPM1AP1,-8.1,0.4942
AC018437.3,0.7,0.2123
AC018437.1,3.7,0.553
AC018437.2,5.6,0.8938
MSR1,6.2,0.7869
AC087360.1,-3.3,0.3353
MRPL49P2,7.6,0.2481
AC011586.2,4,0.8692
AC011586.1,6.1,0.5983
RN7SL474P,-7.3,0.4517
FGF20,4,0.907
MICU3,-0.6,0.0016
AC079193.2,-3,0.7447
AC079193.1,-5.4,0.6955
ZDHHC2,3,0.7315
CNOT7,5.6,0.4692
VPS37A,6.2,0.5746
MTMR7,2.3,0.5978
ADAM24P,9.6,0.7485
SLC7A2,2.3,0.0219
AP006248.2,-5.8,0.1812
AP006248.5,2.8,0.408
AP006248.3,1.8,0.7726
AP006248.4,-4.5,0.0435
PDGFRL,-5.2,0.0765
AP006248.1,6.3,0.1381
AP006248.6,-1.6,0.3613
MTUS1,1.5,0.9022
MIR548V,7.6,0.7539
AC124069.1,-3.4,0.6748
RNA5SP256,1.4,0.3919
AC027117.2,-7.9,0.9096
AC027117.1,5,0.9295
FGL1,-6.4,0.0054
AC087273.1,1.8,0.9454
AC087273.2,-7.3,0.5752
PCM1,-10,0.9315
ASAH1,0,0.7158
AC124242.1,5.8,0.2996
AC124242.2,7.7,0.2664
AC124242.3,4.6,0.3854
NAT1,9.5,0.8266
NAT1,-5.9,0.4348
NAT1,9.3,0.7901
MTND4LP26,-5.4,0.7386
NATP,6.1,0.1875
AC025062.1,2.3,0.894
AC025062.3,7.7,0.5219
AC025062.2,8.2,0.452
NAT2,-9.9,0.5032
NAT2,7,0.1067
NAT2,3.8,0.1715
PSD3,4.6,0.7283
AC100800.1,5.6,0.1294
RPL35P6,-8.2,0.2585
AC087821.2,0.7,0.2673
AC087821.1,-9.6,0.4772
SNORA62,-5.1,0.9769
AC009884.1,-9.9,0.0827
AC009884.2,4.5,0.0894
AC100849.1,-2,0.6195
AC100849.2,0,0.1307
AC068880.1,0,0.6673
AC068880.3,-5.9,0.5295
AC068880.2,7.4,0.0134
AC068880.5,2.3,0.6011
SH2D4A,1.6,0.504
AC068880.4,-1.2,0.019
CSGALNACT1,3.6,0.7428
AC090541.1,7.4,0.4003
INTS10,-3.5,0.6255
LPL,3.2,0.044
AC100802.1,-0.9,0.1275
RPL30P9,7,0.7216
SLC18A1,-5.3,0.1053
ATP6V1B2,7.9,0.8919
RNU6-892P,3,0.0286
LZTS1,-7.4,0.413
LZTS1-AS1,7.1,0.5048
RNA5SP257,-7.8,0.2755
AC023403.1,0.4,0.5458
AC022559.1,-1.6,0.7391
AC018541.1,-8.1,0.3862
TMEM97P2,4.6,0.1366
AC015468.3,3.6,0.2899
AC021613.1,8.4,0.4799
AC015468.1,-4.9,0.2412
AC015468.2,8.2,0.0803
LINC02153,-9.4,0.0828
AC103719.1,-6.2,0.6716
AC021613.2,-8.6,0.0312
AC021613.3,3.5,0.5009
AC021355.1,8.5,0.0718
GFRA2,8.7,0.9321
OR6R2P,4.9,0.8816
DOK2,-2,0.8734
XPO7,-1.4,0.4317
NPM2,4,0.9885
FGF17,-4.3,0.2045
DMTN,7.1,0.8994
FAM160B2,5.6,0.5799
NUDT18,1.2,0.593
HR,-8.1,0.9364
REEP4,-7.6,0.4026
LGI3,-7.7,0.6717
SFTPC,0.3,0.4756
BMP1,-1.2,0.1627
AC105206.1,7.5,0.0167
AC105206.3,-5.8,0.4035
PHYHIP,0.8,0.8698
MIR320A,-9.6,0.599
POLR3D,-8,0.4301
AC105206.2,-0.1,0.5175
PIWIL2,-3.3,0.8306
SLC39A14,-7.1,0.968
AC105910.1,-3.2,0.0875
RNU6-336P,-4.7,0.7224
PPP3CC,-5,0.1189
AC087854.1,-0.6,0.7806
AC087854.2,-3.6,0.5309
SORBS3,-7.1,0.6566
AC037459.4,-2.9,0.0295
AC037459.3,1.7,0.0051
PDLIM2,1.8,0.0775
AC037459.1,-3.4,0.2067
C8orf58,-5,0.4906
CCAR2,0.9,0.8286
AC037459.2,6.9,0.3651
BIN3,-9.9,0.161
AC105046.1,-0.6,0.2309
EGR3,-4,0.1249
AC055854.1,-7.7,0.1882
AC105046.2,3,0.7426
PEBP4,-9.8,0.8619
AC037441.1,9.6,0.6155
AC037441.2,-5.6,0.4049
RN7SL303P,3.3,0.2277
AC107959.1,-7.7,0.737
RHOBTB2,2.4,0.0327
TNFRSF10B,-2.7,0.0344
AC107959.2,-0.4,0.4364
AC107959.3,0.2,0.6504
AC107959.4,-2.7,0.1347
AC107959.5,8.1,0.7283
TNFRSF10C,-2.5,0.9768
TNFRSF10D,-0.6,0.6546
TNFRSF10A,-3.5,0.4803
TNFRSF10A-AS1,-4.3,0.7307
RPL23AP55,4.9,0.4257
AC100861.1,-7.2,0.0762
AC100861.2,6.5,0.3723
CHMP7,-8.2,0.0158
R3HCC1,-9.4,0.8273
LOXL2,0.7,0.2784
AC090197.1,0,0.2789
ENTPD4,-0.2,0.8422
ENTPD4,7.8,0.6383
AC104561.1,2.1,0.3647
AC104561.2,3.4,0.8678
AC104561.4,1.8,0.8091
AC104561.3,-0.4,0.321
SLC25A37,9.8,0.4398
RNU4-71P,-3,0.7088
SINHCAFP3,-6.4,0.9091
NKX3-1,-1.8,0.2599
NKX2-6,-5.9,0.6437
AC012574.1,2.2,0.239
AC012574.2,-6,0.2344
AC012119.2,-2.8,0.9043
AC012119.1,-1,0.6369
STC1,7,0.8239
RNU1-148P,0.9,0.1636
AC023202.1,-8.8,0.741
ADAM28,-1.3,0.3985
AC120193.1,8.4,0.8894
ADAMDEC1,-9.2,0.7316
ADAM7,2.8,0.6385
AC024958.1,1.2,0.2982
AF106564.1,0.7,0.8206
NEFM,5.7,0.4444
NEFL,4.5,0.4072
MIR6841,8.2,0.5199
AC107373.2,7,0.3761
AC107373.1,-2,0.0608
AC107373.3,7.1,0.6362
AC073581.1,-8.9,0.272
AC041005.1,-6.1,0.4155
DOCK5,1.3,0.7439
AC091185.2,-1.4,0.2187
MIR6876,-2,0.5755
GNRH1,8.5,0.2454
AC091185.1,-0.6,0.2535
KCTD9,6.5,0.4484
CDCA2,2.5,0.3032
AC009623.1,-8.4,0.4571
AC009623.2,-4.8,0.5846
AC009623.3,-3.5,0.5649
AC090103.1,-2.6,0.4446
EBF2,8.2,0.96
RNA5SP258,-7.1,0.7877
AC079097.1,-3.1,0.3407
PPP2R2A,-7.1,0.591
SDAD1P1,3.4,0.2691
BNIP3L,-6.6,0.1683
AC011726.1,-2.8,0.8319
DNAJB6P2,-5.9,0.3704
AC011726.2,-9.3,0.2021
PNMA2,-8.8,0.324
DPYSL2,-3.1,0.1567
AC015743.1,6.4,0.225
ADRA1A,-5.5,0.8452
AC091675.1,-2.7,0.7495
COX6B1P4,9.1,0.2074
AC067904.3,0.8,0.8895
AC067904.1,3.7,0.5754
MIR548H4,0.8,0.4719
AC067904.2,1.1,0.2324
AC090150.2,-0.3,0.0686
AC090150.1,-4.1,0.815
STMN4,-7.8,0.1014
TRIM35,-6.3,0.0139
PTK2B,7.4,0.2595
MIR6842,-6.6,0.2312
CHRNA2,6.3,0.666
EPHX2,-1.2,0.9475
GULOP,-3.7,0.8331
CLU,-8.2,0.2139
MIR6843,-9.1,0.2766
SCARA3,-4.9,0.6063
RNU6-1086P,5.5,0.9772
AC013643.1,3,0.4971
AC013643.3,-3.5,0.5974
MIR3622B,9.8,0.506
MIR3622A,1.5,0.9949
AC013643.2,2.3,0.6999
CCDC25,-2.4,0.2349
ESCO2,9.6,0.4133
RNU6-1276P,-6.9,0.8434
PBK,1.2,0.2023
AC104997.1,0.5,0.3399
SCARA5,7,0.3145
MIR4287,-2,0.4681
AC069113.1,2.8,0.4395
AC069113.3,-0.4,0.2422
AC069113.2,6.4,0.7993
NUGGC,-7.7,0.2457
ELP3,3,0.871
AC021678.1,-0.1,0.8524
AC021678.3,4.5,0.3247
AC021678.2,8.4,0.3244
RPL5P22,1.2,0.7501
PNOC,9.7,0.8767
ZNF395,3.8,0.0334
FBXO16,-2.7,0.1086
AC025871.3,7.2,0.4484
AC025871.2,10,0.5846
RNU6-178P,-7.9,0.6821
AC025871.1,-5.2,0.6845
FZD3,4.5,0.4054
MIR4288,9.6,0.8982
RNA5SP259,4.3,0.3107
EXTL3,5.4,0.0077
EXTL3-AS1,-3.2,0.7557
INTS9,-6.2,0.0912
INTS9-AS1,-3.5,0.6334
AC040975.1,-0.1,0.872
HMBOX1,4.5,0.8006
Metazoa_SRP,0.9,0.2251
HMBOX1-IT1,5.4,0.9336
RNA5SP260,-7.6,0.0938
AC108449.2,6.8,0.0549
KIF13B,4.6,0.0399
AC108449.3,-4.6,0.9827
AC108449.1,-8,0.7844
HMGB1P23,0.9,0.4676
DUSP4,2.1,0.3178
AC084262.2,-2.3,0.1234
AC084262.1,5.7,0.8688
AC084026.2,-1.6,0.5679
AC084026.1,6,0.6016
AC084026.3,-7,0.3042
RPL17P33,-4.3,0.1837
LINC00589,4.3,0.9856
LINC02099,0.2,0.1174
AC131254.1,9.8,0.392
AC131254.3,-0.6,0.6994
AC131254.2,9.2,0.4162
LINC02209,0.9,0.3649
MIR3148,4.7,0.1327
MAP2K1P1,-9.9,0.6134
RNU6-1218P,-6.8,0.5385
SARAF,2.2,0.1761
AC044849.1,9.5,0.0108
LEPROTL1,9.1,0.504
RPS15AP24,-9.6,0.5971
MBOAT4,1.4,0.0066
AC026979.2,4.8,0.6119
DCTN6,10,0.3828
AC026979.1,4.8,0.7246
AC026979.4,2.3,0.2752
AC026979.3,-6.8,0.813
HSPA8P11,-2.2,0.5439
AC090820.1,6.7,0.2989
AC090820.2,-5.8,0.4753
AC109329.1,-3.6,0.2656
PPIAP84,4.2,0.3622
TUBBP1,-0.2,0.95
RBPMS-AS1,0.7,0.376
RBPMS,-3.5,0.8521
AC102945.2,6,0.4986
GTF2E2,-6.3,0.6339
AC102945.1,7.6,0.9277
SMIM18,5.4,0.0315
RNU5A-3P,0.1,0.5706
GSR,3.7,0.6728
UBXN8,-9.1,0.6548
AC009314.1,3.8,0.5026
PPP2CB,2.8,0.0602
TEX15,-8.9,0.7562
AC090281.1,-5.1,0.7979
AC008066.1,-1.9,0.0385
PURG,4.7,0.4315
WRN,-7.9,0.7954
SUMO2P16,1.9,0.9107
AC009563.1,-5.2,0.0689
KCTD9P6,-4.5,0.02
AC068672.2,0,0.3113
AC068672.3,8,0.23
AC068672.1,9,0.7686
AC090816.1,-6.2,0.4301
RNA5SP261,8,0.0416
NRG1,-6.5,0.2447
AC068931.1,7.6,0.5919
NRG1-IT1,-0.9,0.2471
RNA5SP262,-7.3,0.3531
RNA5SP263,-2.9,0.9267
NRG1-IT3,9.6,0.1035
AC083977.1,2.9,0.12
RNU6-663P,6.5,0.4677
AC090204.1,10,0.0256
MTND1P6,0.7,0.5548
MTND2P32,-7.8,0.8191
RANP9,5.9,0.7163
AC104027.1,4,0.06
RNU6-528P,7.9,0.022
AC067838.1,-5.8,0.1069
FUT10,-6.3,0.0675
AC091144.2,8,0.7664
TTI2,-0.3,0.8154
MAK16,-8.8,0.064
SNORD13,-1.9,0.306
AC091144.1,-6,0.5971
SNORA70,-7.8,0.7006
RPL10P18,-0.6,0.1178
RNF122,9.6,0.0247
RN7SL621P,5.3,0.487
DUSP26,2.4,0.7418
AF279873.3,2,0.2034
BUD31P1,2.3,0.2038
RN7SL457P,2.8,0.0456
VENTXP5,5.3,0.675
AF279873.2,1.1,0.067
AF279873.1,-9.3,0.1356
AF279873.4,-8.7,0.4804
AC087855.2,1.2,0.4179
AC090993.1,2.6,0.4076
AC087855.1,1.7,0.9472
RPL10AP3,0.7,0.2621
LINC01288,5.7,0.7007
AC087343.1,-6.5,0.8634
